,title,icon_prize,average_price,users_rate,number_reviews,street,address_formatted,lat,lon
8367,La Chapelle,,Serves Alcohol,4.0,,"Carrer Muntaner, 67","Muntaner, Via Augusta, 08021 Barcelona, Spain",41.3986188,2.1428749
8368,La Jacaranda del Passatge,,€10 - €35,4.5,,Passatge de Lluis Pellicer 6,"Passatge Lluis Pellicer, 08036 Barcelona, Spain",41.3927545,2.1490444
8369,Restaurante Bidasoa,,"Spanish, Mediterranean",4.0,,"Serra, 21","La Masieta, Sant Pere de Ribes, Catalonia, Spain",41.2556378,1.7534102
8370,Medusa Restaurant,,€14 - €500,4.5,,Gran Via de Les Corts Catalanes 596,"L'Oliva, Gran Via de les Corts Catalanes, 596, 08007 Barcelona, Spain",41.3865549,2.164941
8371,El quatre,,Spanish,4.0,,Ricardo Calvo 4,"El Quatre, Carrer de Ricardo Calvo, 4, 08022 Barcelona, Spain",41.4031267,2.1333762
8372,Medina,,€4 - €30,4.5,,Carrer Tossal 1,"el Tossal, 08698 la Nou de Berguedà, Spain",42.1661742,1.877011
8373,Bar Sanz,,Spanish,4.5,,"Carrer Del General Alvarez de Castro, 5","Carrer del General Álvarez de Castro, 08003 Barcelona, Spain",41.3867664,2.1782182
8374,El Rincon Criollo,,€9 - €25,4.0,,Passeig Sant Joan 72,"passeig del Riu, 08250 Sant Joan de Vilatorrada, Spain",41.7399116,1.8066353
8375,Hula Poke Food - SAGRADA FAMILIA,,€9 - €12,5.0,,Calle Valencia 441,"Carrer Valencia, 08770 Sant Sadurní d'Anoia, Spain",41.4281682,1.7826155
8376,Vita Gastrobar,,"Spanish, European",4.0,,Carrer de Verdi 31,"Vita Gastrobar, Carrer de Verdi, 31, 08012 Barcelona, Spain",41.4038498,2.1568046
8377,Five Guys - La Maquinista,,€3 - €13,4.0,,"Carrer de Potosi, 2","Carrer de Potosí, 2, 08030 Barcelona, Spain",41.4427541,2.2002297
8378,Nou Mediterrani,,€7 - €37,4.0,,Ronda Sant Pere 42,"Ronda Sant Pere, Plaça de Catalunya, 08010 Barcelona, Spain",41.3877901,2.1705608
8379,Ramen Kuma,,€9 - €20,4.5,,Calle sardenya 178,"Carrer Sardenya, 08192 Sant Quirze del Vallès, Spain",41.5298238,2.0708297
8380,Laie Libreria Cafe,,"Cafe, Mediterranean, European, Spanish",4.0,,C/Pau Claris 85,"Pau Claris, Gran Via de les Corts Catalanes, 08007 Barcelona, Spain",41.3897269,2.1688642
8381,Ivy Resto Lounge,,€20 - €60,4.0,,"Carrer d'Aribau, 242","Mandoca, Carrer d'Aribau, 242, 08021 Barcelona, Spain",41.395879,2.1496328
8382,El Pibe,,€8 - €12,4.0,,"Rambla del Poblenou, 41","Rambla del Poblenou, Barcelona, Spain",41.3983595,2.2048509
8383,D'street Poke & Bowls,,"International, Healthy, Hawaiian, Venezuelan, South American",5.0,,Carrer Sabino Arana 36,"Catalonia, Spain",41.66667,2.0
8384,Bar Potitos,,"Spanish, Mediterranean",4.0,,Calle Colomines 8,"Carrer de la Volta d'en Colomines, CP 08003 Barcelona, Spain",41.3845363,2.1791545
8385,Restaurant La Cantina De Llinars,,Spanish,4.5,,Carretera BV-42141,"Catalonia in miniature, BV 2005 - Carretera de Torrelles, 08629 Torrelles de Llobregat, Spain",41.3585892,1.985538
8386,Tian fu,,"Japanese, Sushi, Asian",4.0,,"Carrer de Corsega, 610","Restaurant Japonés Tian Fu, Carrer de Còrsega, 610, 08025 Barcelona, Spain",41.4091985,2.1763844
8387,Tiki Poke,,€9 - €12,4.0,,Avenida Diagonal 535,"Avinguda Diagonal, 535, 08008 Barcelona, Spain",41.3870664,2.1240637
8388,Kaguya-Hime,,"Japanese, Sushi, Asian",4.0,,c/Bailen 221,"Carrer de Provença, Bailèn, 08037 Barcelona, Spain",41.3990806,2.1675307
8389,Gamba de La Costa,,"Mediterranean, Seafood, Spanish",4.0,,"Carrer Roger de Flor, 252","Carrer Roger de Flor, 08924 Santa Coloma de Gramenet, Spain",41.4632118,2.2080004
8390,Antic Cafe Espanyol,,"Mediterranean, European, Spanish, Catalan",3.5,,Avinguda Del Paral.lel 64,"Catalonia, Spain",41.66667,2.0
8391,Restaurante Bonanova,,€46 - €91,4.0,,"Sant Gervasi de Cassoles, 103","08022 Barcelona, Spain",41.4033293,2.1377791
8392,Restaurant Pulitzer,,"Vegetarian Friendly, Vegan Options",4.0,,Bergara 8,"Carrer de Bergara, 08007 Barcelona, Spain",41.3862584,2.1684109
8393,Bar Mudanzas,,"Mediterranean, Spanish",4.0,,C/ Vidrieria 15,"Carrer de la Vidrieria, CP 08003 Barcelona, Spain",41.384061,2.1830025
8394,Bao's,,€5 - €18,5.0,,Carrer de la Independencia 258,"Carrer de la Independència, 8025 Barcelona, Spain",41.4086204,2.1822942
8395,Barraca,,€25 - €45,3.5,,"Paseo Maritim Barceloneta, 1","Pg Maritim - Almirall Cervera, Passeig Marítim de la Barceloneta, 08 Barcelona, Spain",41.3791943,2.1922895
8396,Locorotondo,,"Italian, Pizza, Mediterranean, European, Gastropub",4.0,,Passeig Del Taulat 183,"Passeig del Taulat, 08019 Barcelona, Spain",41.4093534,2.2175438
8397,"La Tagliatella C.C. Las Arenas, Barcelona",,€15 - €17,3.5,,"C/ Gran Via de les Corts Catalanes, 373-385","Veritas, Gran Via de les Corts Catalanes, 373-385, 8015 Barcelona, Spain",41.3761395,2.1493475
8398,The Chipiron,,,3.5,,Maremagnum. Moll D_Espanya (Port Vell),"Maremagnum, Moll d'Espanya, 72 Barcelona, Spain",41.3757235,2.1823813
8399,7 Lunas Bar Restaurant,,€8 - €80,4.5,,"Pg. Doctor Pi i Molist, 122","Catalonia, Spain",41.66667,2.0
8400,Colella Restaurant,,€20 - €70,4.0,,"Carrer de Pau Claris, 190","Restaurant Pau Claris 190, Carrer de Pau Claris, 190, 08037 Barcelona, Spain",41.3965987,2.1621672
8401,Comico-Comico,,Mediterranean,4.0,,Calle Aribau 87,"Aribau, 08204 Sabadell, Spain",41.5283818,2.1105725
8402,Balius Bar,,€15 - €25,4.0,,Pujades 196,"Carrer de Pujades, Pujades, 08005 Barcelona, Spain",41.3954862,2.1926725
8403,Brooklyn Cafe,,Cafe,4.0,,Carrer Europa 28,"Carrer Europa, 08784 Piera, Spain",41.5250377,1.7533454
8404,La Tagliatella,,"Italian, Pizza, European",3.5,,"Avinguda Diagonal, 208","Glòries Multicines, Avinguda Diagonal, 208, 08018 Barcelona, Spain",41.4053714,2.1928801
8405,Restaurante Lagunak,,"Spanish, Mediterranean, European",4.0,,"Berlin, 19-21","Berlín, Carrer de Berlín, 55, 59, 08029 Barcelona, Spain",41.3834874,2.1392727
8406,La Picoesquina,,Spanish,5.0,,Carrer dels Canvis Vells 8,"Carrer dels Canvis Vells, CP 08003 Barcelona, Spain",41.3830148,2.1820758
8407,Masedy Restaurant & Lounge,,€8 - €25,4.0,,Av. Madrid 171,"Avenida Madrid, Carrer de Lluçà, 08014 Barcelona, Spain",41.380869,2.1312591
8408,Amiette Gluten Free Bakery,,European,5.0,,Calabria 65,"Carrer de Calàbria, 65, 08015 Barcelona, Spain",41.3781198,2.1567442
8409,Mamarosa Beach Restaurant,,,3.5,,"Passeig Mare Nostrum, 19-21","Passeig Mare Nostrum, Pez Vela Chiringuito, 19-21, 08039 Barcelona, Spain",41.3691463,2.1899766
8410,Pizza Paco,,"Italian, Pizza",3.5,,Carrer Allada Vermell 11,"Catalonia, Spain",41.66667,2.0
8411,palosanto,,Spanish,4.5,,Avinyo 30,"Avinyó, Catalonia, Spain",41.8630096,1.9707409
8412,Su'Entu,,"Mediterranean, Contemporary, Spanish",5.0,,Carrer d'Amilcar 134 bis,"Carrer d'Amílcar, 08031 Barcelona, Spain",41.4265172,2.172363
8413,Otro Romero,,€5 - €25,4.5,,"Calle Pallars, 220","Carrer Pallars, 08756 Cervelló, Spain",41.4064896,1.9547584
8414,Punta Anguila,,€20 - €30,4.5,,C/ Figols 47,"Fígols, Catalonia, Spain",42.1809467,1.8366637
8415,Foxos taberna gallega,,"Mediterranean, Spanish",4.0,,Gran Via Dels Corts Catalanes 1095,"Catalonia, Spain",41.66667,2.0
8416,Bodega Santo Porcello,,€12 - €25,4.5,,"Carrer de Sepulveda, 151","Carrer de Sepúlveda, 151, 08011 Barcelona, Spain",41.3823887,2.1611038
8417,Snack Bar Bassy,,€11 - €28,4.0,,Cablaria 230 Esquina Viladomat,"Catalonia, Spain",41.66667,2.0
8418,Tio Papelon,,€3 - €12,4.5,,Sicilia 247,"Sicília, Rambla del Fondo, 08922 Santa Coloma de Gramenet, Spain",41.4514955,2.2174059
8419,Taverna Oniric,,€15 - €30,4.5,,"Carrer de la Industria, 79","Alkimia, Carrer de la Indústria, 79, 08025 Barcelona, Spain",41.4056012,2.16892
8420,Aqui Hi Ha Molla,,"Cafe, European, Spanish, Healthy, Mediterranean",4.5,,"C/ Sardenya, 51","Sardenya, Carrer de Sardenya, 08088 Barcelona, Spain",41.4036868,2.1730622
8421,Cantina 10 by Dos Santos,,€12 - €18,4.0,,Casanova 262,"Avinyó, Catalonia, Spain",41.8799485,1.9562008
8422,El Milagrito,,Vegetarian Friendly,4.5,,Carrer Carme 19,"Carrer Carme, 08758 Cervelló, Spain",41.3924763,1.9807778
8423,La Sedici,,"Italian, Pizza",5.0,,"Placa del Sol, 9-10","Plaça del Sol, 08940 Cornellà de Llobregat, Spain",41.3646812,2.076018
8424,216 Grammi Barcelona,,,4.5,,Carrer de Joan Miro 24,"Fando Reynes, Carrer de Joan Miró, 24, 0805 Barcelona, Spain",41.3911249,2.1941571
8425,El Canalla,,€20 - €35,3.5,,"Major de Sarria, 95","Carrer Major de Can Caralleu, 08017 Barcelona, Spain",41.4020258,2.1116018
8426,Kao Dim Sum,,Chinese,3.5,,"Carrer Del Bisbe Sivilla, 48","carrer del Bisbe Sivilla, 08370 Calella, Spain",41.6135058,2.6575028
8427,Lio de 4,,"Mediterranean, Spanish",4.0,,Carrer Mandri 22,"Carrer de Mandri, 08022 Barcelona, Spain",41.4015926,2.135606
8428,Pacifico y Sur,,"Peruvian, Latin, Fusion",4.0,,"Carrer de Vallhonrat, 19","Carrer de Vallhonrat, 8015 Barcelona, Spain",41.3739796,2.156947
8429,Restaurante cafeteria Brasilia,,,4.5,,Avg. Diagonal 338,"Catalonia, Spain",41.66667,2.0
8430,Restaurante Can Roca,,"Spanish, Mediterranean",4.0,,"Calle Gran De Sant Andreu, 209","Carrer Gran de Sant Andreu, 209, 08030 Barcelona, Spain",41.4337255,2.18932
8431,Himalaya,,€9 - €20,4.0,,Caspe 150,"Catalonia, Spain",41.66667,2.0
8432,Al Punt,,"Steakhouse, Mediterranean, Spanish, Argentinean, European",3.5,,"Carrer de Girona, 51","Carrer de Girona, 51, 08380 Malgrat de Mar, Spain",41.6485714,2.742829
8433,Pacha Barcelona Restaurant,,"Sushi, European, Spanish, Mediterranean",4.0,,"Paseo Maritimo Barceloneta, 38","la Barceloneta, Catalonia, Spain",41.3799,2.18971
8434,Gandhi Restaurant,,€20 - €40,3.5,,Calle Balmes 21,"Carrer Balmes, 21, 08110 Montcada i Reixac, Spain",41.4817812,2.1856515
8435,Flamant Restaurant,,,3.5,,"Enrique Granados, 23","Catalonia, Spain",41.66667,2.0
8436,Bomboneria Pons,,Dinner,4.5,,"Calle Olzinelles 78,","08470 Olzinelles, Spain",41.6618101,2.5257548
8437,Boko,,€15 - €35,4.0,,Ronda General Mitre 169,"Ronda del General Mitre, 08022 Barcelona, Spain",41.4027707,2.1379369
8438,King Kong Lady,,,4.0,,Gran Via de les Corts Catalanes 700,"Gran Via de les Corts Catalanes, 700, 08010 Barcelona, Spain",41.393611,2.1742789
8439,Hotel NH Collection Barcelona Podium Restaurant,,€24 - €40,4.5,,"Carrer de Bailen, 4 6","Carrer de Bailèn, 4, 08010 Barcelona, Spain",41.3914049,2.1781377
8440,Melosa,,€10 - €25,4.0,,"Calle Clot, 163","el Clot, Barcelona, Catalonia, Spain",41.4099525,2.1908234
8441,Vegetart Cuina Vegana,,"Vegetarian Friendly, Vegan Options",4.5,,Torrent de L'Olla 138,"Torrent de l'Olla, Carrer del Torrent de l'Olla, 221, 08012 Barcelona, Spain",41.4066828,2.1518689
8442,Bow,,€2 - €14,4.5,,"Roger de Lluria, 46","Roger De Lluria, Carrer de Roger de Llúria, 08010 Barcelona, Spain",41.3910629,2.1718498
8443,Auto Rosellon,,"Mediterranean, European, Spanish",3.5,,Carrer Rossello 182,"Carrer Rosselló, 08242 Manresa, Spain",41.7320892,1.8287143
8444,Mirinda,,"Bar, Cafe, Mediterranean, Spanish, European",4.0,,"Xucla, 7","Xuclà, Carrer Major, 100, 08750 Molins de Rei, Spain",41.4134452,2.0163979
8445,El Bar del Paco (duplicado),,Spanish,4.5,,"Placa de la Font, 1","El Paco, Plaça de la Font, 1, 08 Barcelona, Spain",41.3806296,2.1888299
8446,La Panada,,"Latin, Fast Food, Spanish, Argentinean, South American",4.5,,"Avinguda Gaudi, 72","Avinguda d'en Gaudí, Mediona, Spain",41.4770176,1.6091548
8447,Taco Alto,,,4.5,,"Ronda Universitat, 12","Ronda Universitat, Carrer de Pelai, 08007 Barcelona, Spain",41.3859863,2.1652431
8448,Nea pizzeria,,€2 - €18,5.0,,Pontevedra 25,"Carrer de Pontevedra, 72 Barcelona, Spain",41.3775079,2.190532
8449,Tian Fu Muntaner,,€10 - €12,4.5,,Carrer Muntaner 189,"Muntaner, Via Augusta, 08021 Barcelona, Spain",41.3986188,2.1428749
8450,Els Pescadors,,"Seafood, Mediterranean, Spanish, Soups, Catalan",3.5,,Placa Prim 1,"08259 Rajadell, Spain",41.7463479,1.6840264
8451,KOH,,"Asian, Japanese",4.0,,"Pujades, 133","Carrer de Pujades, Pujades, 08005 Barcelona, Spain",41.3954862,2.1926725
8452,Restaurante Japones Mikasa,,"Japanese, Asian",4.0,,Carrer del Comte Borrell 145,"Carrer del Comte Borrell, 145, 08015 Barcelona, Spain",41.3816803,2.1564888
8453,Bisi Bisau,,"Healthy, Mediterranean, European, Spanish",4.5,,Llucanes 2-4,"Carretera de Prats de Lluçanès, 08207 Sabadell, Spain",41.5747319,2.0939871
8454,130 Restaurante,,€30 - €40,4.5,,Carrer de Laforja 130,"Carrer de Laforja, 08006 Barcelona, Spain",41.4003898,2.151314
8455,A mi manera,,Spanish,5.0,,Carrer de Parlament 15,"Catalonia, Spain",41.66667,2.0
8456,Ramen Suita,,"Japanese, Asian, Soups",4.0,,Calle Principe Jordi 6,"Catalonia, Spain",41.66667,2.0
8457,MasQMenos Las Arenas,,"Bar, Spanish, European",3.5,,"Gran Via de Les Corts Catalanes, 373-385","Veritas, Gran Via de les Corts Catalanes, 373-385, 8015 Barcelona, Spain",41.3761395,2.1493475
8458,3 Nusos Restaurant,,€30 - €50,3.5,,"Carrer d_Escar, 16","Catalonia, Spain",41.66667,2.0
8459,Mondo Restaurante,,€12 - €20,4.5,,C/Aribau 159,"Aribau, 08204 Sabadell, Spain",41.5283818,2.1105725
8460,100 Montaditos,,"European, Fast Food",4.0,,"Rambla Del Raval, 41","Rambla del Raval, Barcelona, Spain",41.3786363,2.1694027
8461,Masaya,,"Japanese, Sushi, Asian",4.0,,"Calle Bisbe Sivilla, 42","Carrer de Bisbe Sivilla, 08022 Barcelona, Spain",41.4045311,2.1349737
8462,Bio Bento,,Healthy,4.5,,Ermengarda 34,"Catalonia, Spain",41.66667,2.0
8463,Restaurante Marisqueria Dopazo,,€15 - €40,4.5,,08030,"08030 Barcelona, Spain",41.438185,2.1871252
8464,Atlantis Gastrobar,,"Lunch, Dinner",5.0,,"Carrer del Marques de Campo Sagrado, 12","Carrer del Marquès de Campo Sagrado, 08001 Barcelona, Spain",41.3758919,2.1640986
8465,Els Barrils,,"Seafood, Mediterranean, European, Spanish",4.0,,"Aribau, 89","Aribau, 08204 Sabadell, Spain",41.5283818,2.1105725
8466,Restaurant Zian,,"Mediterranean, European",4.0,,Calle Comte d'Urgell N0 66,"Carrer Comte d'Urgell, 08859 Begues, Spain",41.3296319,1.9331417
8467,Ginos,,€9 - €15,3.5,,"Via Laietana, 71","Via Laietana, 71, 08003 Barcelona, Spain",41.3882756,2.1728529
8468,Museo Maritim de Barcelona - Lonja de San Cristobal,,"Mediterranean, Spanish",4.0,,"Avda. de las Drassanes, s/n","Catalonia, Spain",41.66667,2.0
8469,Tot 1 Euro,,"Bar, Cafe, Pub",4.5,,"Carrer D'aribau, 15","1 Euro Bar, Carrer d'Aribau, 15, 080007 Barcelona, Spain",41.3865716,2.1614916
8470,Ottavio barcelona,,"Mediterranean, Spanish, European",4.0,,"Avenida diagonal , 3","Foster’s Hollywood, Avinguda Diagonal, 3, 08021 Barcelona, Spain",41.3921,2.14477
8471,Le Petit Paris,,€7 - €14,4.0,,"Carretera del Prat, 30","Carretera del Prat, 08908 Barcelona, Spain",41.3631894,2.1361007
8472,Refresca Tea - El Born,,€2 - €5,5.0,,Carrer Carders 25,"Carrer dels Carders, 08204 Sabadell, Spain",41.5282016,2.1129728
8473,MONO Risto-Bar,,€6 - €15,4.5,,Calabria 80,"Carrer de Calàbria, 80, 08015 Barcelona, Spain",41.3790222,2.1562703
8474,Restaurante El Cafeti,,"Mediterranean, European, Spanish, Catalan",4.0,,"Sant Rafael, 18","Sant Rafael, Carrer de Sant Antoni Maria Claret, 08025 BARCELONE Barcelona, Spain",41.4129098,2.1749297
8475,La Biga,,€7 - €18,4.5,,"Carrer Del Clot, 137","Carrer del Clot, 08026 Barcelona, Spain",41.4164135,2.1914015
8476,Las Hermanas de los Ancares,,€9 - €25,5.0,,Jaume Roig 17,"Carrer de Jaume Roig, 08028 Barcelona, Spain",41.3764542,2.1259525
8477,Bar El Tropezon,,€6 - €14,3.5,,"Regomir, 26","El Tropezón, Carrer del Regomir, 26, 08002 Barcelona, Spain",41.3810436,2.1800329
8478,Nanaya Josep Tarradellas,,"Japanese, Sushi, Asian",4.5,,Avenida Josep Tarradellas 157,"Avinguda Josep Tarradellas, 08840 Viladecans, Spain",41.3124257,2.0159275
8479,Restaurante L'Olive,,Spanish,4.5,,"Carrer Balmes, 47","Carrer Balmes, Ripollet, Spain",41.4942494,2.1597027
8480,Vitali Pizza,,€7 - €25,4.0,,"Calle Paris, 109","Carrer París, Calaf, Spain",41.7345229,1.5129803
8481,Mamy Ildy Barcelona,,€9 - €20,4.0,,Calle Floridablanca 148,"Carrer Floridablanca, 08301 Mataró, Spain",41.5390542,2.4534399
8482,D Gas Bar,,"Spanish, Bar, Mediterranean, European, Deli, Pub, Gastropub",4.5,,C/ Bon Pastor 6,"Bon Pastor, Carrer de Sant Adrià, 05030 Barcelona, Spain",41.4361096,2.2048066
8483,Santa Piadina,,€3 - €6,4.0,,"Plaza Sant Pere , 11","Viver i Serrateix, Catalonia, Spain",41.9268784,1.8078368
8484,Restaurant Ginesta,,"Mediterranean, Spanish",4.5,,"Carrer de l'Harmonia, 2","Carrer de l'Harmonia, 2, 08035 Barcelona, Spain",41.434131,2.1441996
8485,Las Muns Urquinaona,,€2 - €11,4.5,,Ronda Sant Pere 27,"Ronda Sant Pere, Plaça de Catalunya, 08010 Barcelona, Spain",41.3877901,2.1705608
8486,Tomate,,"Mediterranean, Spanish",4.0,,Valencia 225,"Valencia, Carrer de València, 08291 Ripollet, Spain",41.4943576,2.1695649
8487,Cala Blanca,,"Spanish, European",4.0,,"C/ Doctor Trueta, 211","Plaça del Doctor Trueta, 08630 Abrera, Spain",41.5166714,1.9012139
8488,Los Caracoles,,,3.5,,"Calle de los Escudellers, 14","Catalonia, Spain",41.66667,2.0
8489,Equilibri Bcn,,,4.5,,"Carrer de Sardenya, 404","Carrer de Sardenya, 404, 08088 Barcelona, Spain",41.4066731,2.1692441
8490,Ancestral Bar,,"Spanish, European",4.5,,"Carrer de Provenca, 340","Ancestral, Carrer de Provença, 340, 08037 Barcelona, Spain",41.397747,2.1656448
8491,Frankfurt Sant Jaume,,Fast Food,4.5,,"Placa de Sant Jaume, 2","Sant Jaume Square, Barcelona, Spain",41.3826497,2.1769912
8492,M2 Gluten Free,,€9 - €25,4.0,,Avenida Diagonal 505,"Avinguda Diagonal, 505, 08021 Barcelona, Spain",41.3914654,2.1417489
8493,Izarra,,€28 - €55,4.5,,"Sicilia, 135","Sicília, Rambla del Fondo, 08922 Santa Coloma de Gramenet, Spain",41.4514955,2.2174059
8494,Ikki Bcn,,€9 - €30,4.5,,Carrer de Cabanes 23,"Carrer de Cabanes, 08001 Barcelona, Spain",41.3719047,2.169407
8495,O'Marulo,,€6 - €32,4.0,,Ortigosa 10,"Ortigosa, Carrer d'Ortigosa, 7, 08010 Barcelona, Spain",41.3882279,2.1748107
8496,Cabo Bar,,€20 - €35,4.5,,Calle Marina 124,"carrer marina, 08339 Vilassar de Dalt, Spain",41.5113131,2.3574845
8497,La Llauneta del Guinardo,,"Mediterranean, Spanish",4.5,,"Renaixenca, 22 bis","Carrer de la Renaixença, 08041 Barcelona, Spain",41.4179189,2.1770817
8498,Yogi Bar Restaurante,,Indian,4.5,,Calle Rocafort 185,"Carrer Rocafort, 08271 Artés, Spain",41.794838,1.9463363
8499,Adil Tandoori Restaurant Bar,,"Pakistani, Indian, Asian",4.0,,"Carre de l'Est, 9","Catalonia, Spain",41.66667,2.0
8500,Luris II,,€10 - €20,3.5,,Pau Claris 139,"Pau Claris, Gran Via de les Corts Catalanes, 08007 Barcelona, Spain",41.3897269,2.1688642
8501,Le Pain d'Eric et Benjamin,,"French, Mediterranean",5.0,,Consell de Cent 348,"Consell de Cent, Carrer del Consell de Cent, 8015 Barcelona, Spain",41.3754015,2.143262
8502,El Mirador del Carmelo,,Spanish,4.5,,Calle Pasteur 1,"Carrer de Pasteur, 08032 Barcelona, Spain",41.4178032,2.1601235
8503,El Cafe De L'Eixample,,€5 - €14,4.5,,"Carrer de Lepant, 276","Carrer de Lepant, 276, 08013 Barcelona, Spain",41.4043231,2.1769969
8504,Santos Tapas,,"Mediterranean, Spanish, European",4.0,,Placeta Del Pi 6,"Santos Tapas, Placeta del Pi, 6, 80002 Barcelona, Spain",41.3818515,2.1745137
8505,Moka Restaurant Cafeteria,,€12 - €25,3.5,,Ramblas 126,"Hotel chic&basic Ramblas, Passatge de Gutenberg, 7, 08001 Barcelona, Spain",41.3770098,2.1748842
8506,Nanaya,,"Japanese, Sushi, Asian",4.0,,"Avinguda Diagonal, 173","Nanaya, Avinguda Diagonal, 173, 08018 Barcelona, Spain",41.404967,2.1945963
8507,Ilya Restaurant,,€10 - €25,5.0,,"Rambla del Raval, 8","Rambla del Raval, Barcelona, Spain",41.3786363,2.1694027
8508,Extra Bar,,"Mediterranean, Spanish",4.5,,"Carrer del Torrent de l'Olla, 79","Carrer del Torrent de l'Olla, 08012 Barcelona, Spain",41.4029082,2.1563105
8509,Yellow Door,,€5 - €60,5.0,,"Carrer d'Aribau, 179","Carrer d'Aribau, 179, 08036 Barcelona, Spain",41.3940484,2.1517271
8510,Restaurante Sant Gervasi,,,4.5,,"Carrer Dels Madrazo 68, 70","Carrer dels Madrazo, 08006 Barcelona, Spain",41.4012893,2.1503926
8511,Can Punyetes,,"Barbecue, Spanish, Mediterranean",4.0,,"Calle Francesc Giner, 8-10","Catalonia, Spain",41.66667,2.0
8512,Casa Palet Glories,,"Spanish, Mediterranean, European",4.0,,"Avda. Diagonal 208, El Mercat","Mercat, 08195 Sant Cugat del Vallès, Spain",41.4670864,2.0582303
8513,Buen Bocado,,"Middle Eastern, Fast Food",4.5,,C/ Escudellers 31,"Carrer dels Escudellers, 80002 Barcelona, Spain",41.3799218,2.1766799
8514,La Chelinda,,€8 - €18,4.0,,Avinguda Diagona 3,"Catalonia, Spain",41.66667,2.0
8515,Super Coffee & Food,,"Cafe, International, Mediterranean, Healthy",5.0,,"Carrer Bruc, 8","Carrer Bruc, 08600 Berga, Spain",42.0969144,1.8390387
8516,Zizinia,,€3 - €12,5.0,,Carrer Torrent de les Flors 87,"Catalonia, Spain",41.66667,2.0
8517,El Raco Maremagnum,,€8 - €25,4.5,,Moll d'Espanya 5,"Moll d'Espanya, Gothic Quarter, Barcelona, Catalonia, Spain",41.3790967,2.1834962
8518,El All i Oli,,"Mediterranean, Spanish",3.5,,Calle Alella 3,"Alella, Catalonia, Spain",41.4952867,2.2942758
8519,Dalt de tot,,"Mediterranean, Spanish",4.5,,Saragossa 66,"Carrer de Saragossa, 66, 08006 Barcelona, Spain",41.4037573,2.1466855
8520,Dip Dumpling,,Asian,5.0,,Ramon y cajal 61,"Plaça Ramón y Cajal, el Masnou, Spain",41.4863941,2.3114575
8521,Txapela,,"Bar, Mediterranean, European, Spanish, Catalan",3.5,,"Paseo de Gracia, 8","Catalonia, Spain",41.39155,2.16564
8522,Hetta Cuisine,,€40 - €50,4.0,,Pasaje Marimon 5,"Passatge de Marimon, 08036 Barcelona, Spain",41.3947535,2.1475809
8523,Las Vermudas -Sant Antoni,,"Seafood, Spanish",5.0,,Carrer de Calabria 39,"La Garrafa, carrer de Calàbria, 39, 08530 la Garriga, Spain",41.686874,2.2858846
8524,Bonita Bar Barcelona,,€5 - €20,4.5,,Carrer L'Almirall Churruca 6,"Carrer de l'Almirall Churruca, 08 Barcelona, Spain",41.3784394,2.1899711
8525,Casa Dario,,€30 - €121,4.0,,"Consell de Cent, 256","Consell de Cent, Carrer del Consell de Cent, 8015 Barcelona, Spain",41.3754015,2.143262
8526,Kinza,,€5 - €35,4.5,,"Carrer dels Banys Vells, 15","Carrer dels Banys Vells, CP 08003 Barcelona, Spain",41.3842781,2.181061
8527,Federal Cafe Parlament,,,3.5,,Calle Parlament 39 08015,"08015, Spain",41.3888,2.159
8528,La Burguesa La Maquinista,,"American, Fast Food",4.0,,Paseo Potosi 2,"Potosí, 08922 Santa Coloma de Gramenet, Spain",41.4431877,2.2068058
8529,Pulperia Can Lampazas Buenos Aires,,€25 - €35,4.0,,"Carrer Buenos Aires, 2","Carrer Buenos Aires, 08395 Sant Pol de Mar, Spain",41.6030343,2.6242583
8530,Redrum Cantina Mexicana,,€5 - €9,4.5,,"Carrer de Margarit, 36","Carrer de Margarit, 08001 Barcelona, Spain",41.3743863,2.1638374
8531,El Flako,,€2 - €7,4.0,,c/ Canvis Nous 8,"Carrer dels Canvis Nous, CP 08003 Barcelona, Spain",41.3828642,2.181639
8532,Bar Zodiaco,,,4.0,,"Margarit, 17","Camí de Cal Margarit, Castellví de la Marca, Spain",41.3306646,1.5872768
8533,Habibi Restaurant Shisha Bar,,"Lebanese, Moroccan, Middle Eastern",4.0,,"La Ramblas, 75","Hotel chic&basic Ramblas, Passatge de Gutenberg, 7, 08001 Barcelona, Spain",41.3770098,2.1748842
8534,Luna de Istanbul,,Turkish,4.0,,"Carrer Nou de la Rambla, 1","Carrer Nou de la Rambla, 08001 Barcelona, Spain",41.3749609,2.1700292
8535,Martinez,,,3.5,,"Carretera de Miramar, 38","Martínez, Carretera de Miramar, 38, 08038 Barcelona, Spain",41.3696101,2.1724558
8536,Koyuki,,"Japanese, Sushi, Asian",4.0,,"Corsega, 242","Còrsega, 08192 Sant Quirze del Vallès, Spain",41.5294463,2.0700326
8537,Cerveceria 100 Montaditos,,"Bar, Fast Food, Spanish, Pub",4.0,,Avinguda Paral.lel 69,"Catalonia, Spain",41.66667,2.0
8538,Tivoli 1940,,,4.0,,Muntaner 361,"el Muntaner, Sobremunt, Catalonia, Spain",42.0316824,2.1622
8539,Restaurante La Isla,,€10 - €30,4.5,,"Calle Valencia, 201","Carrer Valencia, 08770 Sant Sadurní d'Anoia, Spain",41.4281682,1.7826155
